,Subject_num,Subject_origin,Subject_residence,Mu,Regime,Average_degree,Betweenness,Closeness,Load centrality,Assortativity,Clustering,Number_components,Size_largest_component,Closeness_residence,Number_residence,Closeness_origin,Number_origin,SEX,AGE,BORN,DAD,MOM,MARR,CHILD,CBORN,CMOM,EMP,EDUC,FMIG,TVIS,VEU,SPAN,NLAN,SASS,HASS,HMUS,SMUS,HTV,STV,SMOV,HMOV,NREA,RSPA,WNAT,WSPA,TSPA,TNAT,CHOM,CSPA,FID,MID,FGRO,FSPA,HCOO,NSPA,FHOM,IANG,IHYP,ISPA,SMON,WREC,BNEW,HEA,SMOK,TALL,KILO,VDOC,DEP1,DEP2,DEP3,DEP4,DEP5,DEP6,DEP7,HEAL,RACE,PAP,DEP,REAS,RACM,SGOO,RELG,ASEX01N,ASEX01P,ASEX02N,ASEX02P,ASEXN8N,ASEXN8P,ASEXN9N,ASEXN9P,ARAC01N,ARAC01P,ARAC02N,ARAC02P,ARAC03N,ARAC03P,ARAC04N,ARAC04P,AOL201N,AOL201P,AOL202N,AOL202P,AOL203N,AOL203P,AOL204N,AOL204P,AOL205N,AOL205P,AOL206N,AOL206P,AOL207N,AOL207P,AOL208N,AOL208P,AOL209N,AOL209P,AOL210N,AOL210P,AOL2N8N,AOL2N8P,AOL2N9N,AOL2N9P,ATIM_MN,ATIM_SD,CLOS01N,CLOS01P,CLOS02N,CLOS02P,CLOS03N,CLOS03P,CLOS04N,CLOS04P,CLOS05N,CLOS05P,AFRM01N,AFRM01P,AFRM02N,AFRM02P,AFRM03N,AFRM03P,AFRM04N,AFRM04P,AFRM05N,AFRM05P,AFRM06N,AFRM06P,AFRM07N,AFRM07P,AFRM08N,AFRM08P,AFRM09N,AFRM09P,AFRM10N,AFRM10P,AFRM11N,AFRM11P,AFRMN8N,AFRMN8P,AFRMN9N,AFRMN9P,AFRQ01N,AFRQ01P,AFRQ02N,AFRQ02P,AFRQ03N,AFRQ03P,AFRQ04N,AFRQ04P,AFRQ05N,AFRQ05P,AFRQ06N,AFRQ06P,AFRQ07N,AFRQ07P,AREL01N,AREL01P,AREL02N,AREL02P,AREL03N,AREL03P,AREL04N,AREL04P,AREL05N,AREL05P,AREL06N,AREL06P,AREL07N,AREL07P,AREL08N,AREL08P,AREL09N,AREL09P,AREL10N,AREL10P,AREL11N,AREL11P,AREL12N,AREL12P,AREL13N,AREL13P,ALIV01N,ALIV01P,ALIV02N,ALIV02P,ALIV03N,ALIV03P,ALIV04N,ALIV04P,ALIV05N,ALIV05P,ALIV06N,ALIV06P,ALIV07N,ALIV07P,ACITN8N,ACITN8P,ACITN9N,ACITN9P,APRO01N,APRO01P,APRO02N,APRO02P,ASMO01N,ASMO01P,ASMO02N,ASMO02P,TIEDCA,TIEDCM,TIECCA,TIECCM,TIEBCA,TIEBCM,TIEISO,TIEDYD,TIECMP,TIEDEN,TIEDC,TIECC,TIEBC,TIECND,TIECCZ,DSET,COUNTRY,SCALEV,SCALEA,NEI1,NEI2,NEI3,NEI4,NEI5,NEI6,NEI7,NEI8,NEI9,NE10,NE11,NE12,APRON8N,APRON8P,APRON9N,APRON9P,ASMO03N,ASMO03P,ASMO04N,ASMO04P,SPOUS,CYEAR,LVIS,LANG,HMON,GSPE,EXER,NDOC,OMED,WOR1,WOR2,WOR3,CHNG,TRAN,TRN2,ACON01N,ACON01P,ACON02N,ACON02P,ACON03N,ACON03P,ACON04N,ACON04P,ACON05N,ACON05P,ACONN8N,ACONN8P,ACONN9N,ACONN9P,AHLP01N,AHLP01P,AHLP02N,AHLP02P,AHLPN8N,AHLPN8P,AHLPN9N,AHLPN9P,CLOSN8N,CLOSN8P,CLOSN9N,CLOSN9P,AFRQN8N,AFRQN8P,AFRQN9N,AFRQN9P,ARELN8N,ARELN8P,ARELN9N,ARELN9P,NBORN,NMOM,NDAD,SPA2,ACOUNTRY,ICOM,IETH,ICUB,AFRM12N,AFRM12P,ALIV08N,ALIV08P,ALIV09N,ALIV09P,ALIV11N,ALIV11P,ALIV12N,ALIV12P,APRO00N,APRO00P,ASMO00N,ASMO00P,CANY,SPENJ,IGRP,AFRM13N,AFRM13P,ALIV10N,ALIV10P,ALIV13N,ALIV13P,TIEQ,SPANISH,HEAL2,SCLAEA,GROUP,SMOKE,DEPRESS,YDOC,FIRSTGEN,STRONG,SEEWEEK,FAMILY,ABOVE50,DOMINICA,WHITE,NEVMAR,EMPLOY,EDUCATIO,ASMOKE,MOS,AOS,ACCULTUR,ALEVEL,FMIG2
450,12,co,usa,-0.157214973253665,Unclear,15.4222222222222,0.016654921306084,0.595999896118056,0.016654921306084,0.077990108337258,0.651957116875556,1,1,3.1,10,2.52941176470588,34,1,22,4,4,4,3,0,,4,2,4,1.64051357977013E-303,2,0,4,5,3,4,3,3,5,3,5,1,4,3,3,3,3,5,5,3,5,5,5,2,5,3,4,2,1,1,2,2,1,1,2,68,150,0,1,1,1,1,1,1,1,,3,2,2,2,2,1,2,27,0.6,18,0.4,,,,,36,0.8,2,0.04444,7,0.15556,0,0,0,0,3,0.06667,19,0.42222,4,0.08889,7,0.15556,6,0.13333,1,0.02222,1,0.02222,0,0,0,0,,,,,,,6,0.13333,10,0.22222,6,0.13333,8,0.17778,15,0.33333,0,0,10,0.22222,0,0,0,0,0,0,0,0,0,0,1,0.02222,0,0,0,0,0,0,,,,,6,0.13333,3,0.06667,8,0.17778,5,0.11111,10,0.22222,8,0.17778,5,0.11111,1,0.02222,17,0.37778,8,0.17778,4,0.08889,2,0.04444,0,0,1,0.02222,0,0,0,0,0,0,0,0,12,0.26667,0,0,1,0.02222,13,0.28889,0,0,0,0,0,0,0,0,0,0,,,,,19,0.42222,26,0.57778,28,0.62222,9,0.2,29.79798,73,53.8,77.19,2.13,30.23,0,0,1,0.29798,73.46723,48.40369,28.73622,13,0.68,rccs,,,,,,2,4,3,,,,,,,,,,,,,,,,,1,0.02222,7,0.15556,4,-99,1.64051357977013E-303,,5,1.64051357976961E-303,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,11,0.24444,19,0.42222,0,0,13,0.28889,1,0.02222,,,,,17,0.37778,28,0.62222,,,,,,,,,,,,,,,,,9,9,9,,us,,,,,,,34,0.75556,0,0,0,0,0
495,13,co,usa,-0.239058786050845,Inverted,29.2444444444444,0.007798919426826,0.76865423616719,0.007798919426826,-0.017030519855239,0.705817071055076,1,1,0,0,2.54545454545455,44,2,22,4,4,4,3,0,,2,2,4,1.64051357977013E-303,2,0,4,5,4,3,3,4,3,5,5,3,3,3,2,1,3,5,4,3,5,5,5,2,5,3,4,1,3,1,1,-99,-99,1,1,63,115,0,1,1,1,1,1,1,2,,1,2,-99,2,2,4,2,18,0.4,27,0.6,,,,,39,0.86667,0,0,6,0.13333,0,0,4,0.08889,10,0.22222,9,0.2,5,0.11111,8,0.17778,7,0.15556,1,0.02222,0,0,1,0.02222,0,0,,,,,,,2,0.04444,12,0.26667,25,0.55556,0,0,6,0.13333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,0.11111,2,0.04444,0,0,0,0,1,0.02222,30,0.66667,6,0.13333,1,0.02222,22,0.48889,0,0,3,0.06667,0,0,0,0,2,0.04444,0,0,0,0,0,0,0,0,6,0.13333,11,0.24444,0,0,9,0.2,0,0,0,0,0,0,0,0,0,0,,,,,17,0.37778,28,0.62222,22,0.48889,9,0.2,26.26263,61,51.73,72.13,2.26,43.53,0,0,1,0.26263,77.16702,42.21823,42.20819,10,0.67,rdcs,,,,,,2,5,3,,,,,,,,,,,,,,,,,8,0.17778,6,0.13333,4,-99,1.64051357977013E-303,,-99,100,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,9,0.2,36,0.8,0,0,0,0,0,0,,,,,23,0.51111,22,0.48889,,,,,,,,,,,,,,,,,9,9,9,,us,,,,,,,44,0.97778,0,0,0,0,0
540,14,co,usa,-0.275319948987747,Inverted,9.47619047619048,0.029732868757259,0.472082158427049,0.029732868757259,-0.130367727077668,0.603543319816194,1,1,2.5,4,2.20588235294118,34,1,59,4,4,4,2,0,,12,1,4,1.64051357977012E-303,1,0,4,5,4,4,3,4,4,4,4,3,5,2,3,1,4,4,4,5,5,5,5,1,1,3,3,1,1,1,2,4,1,1,1,1.64051357976953E-303,150,1.64051357977013E-303,1,1,1,1,1,1,1,,1,1,2,4,1,0,2,26,0.57778,19,0.42222,,,,,33,0.73333,2,0.04444,10,0.22222,0,0,0,0,3,0.06667,6,0.13333,9,0.2,14,0.31111,6,0.13333,7,0.15556,0,0,0,0,0,0,,,,,,,3,0.06667,12,0.26667,6,0.13333,6,0.13333,18,0.4,0,0,4,0.08889,0,0,0,0,0,0,2,0.04444,0,0,0,0,0,0,2,0.04444,3,0.06667,,,,,19,0.42222,5,0.11111,5,0.11111,1,0.02222,7,0.15556,1,0.02222,6,0.13333,0,0,10,0.22222,0,0,12,0.26667,0,0,0,0,4,0.08889,0,0,0,0,7,0.15556,0,0,4,0.08889,8,0.17778,0,0,32,0.71111,0,0,0,0,0,0,1,0.02222,0,0,,,,,25,0.55556,20,0.44444,33,0.73333,1,0.02222,11.21212,23,545.33,4000,0.83,8.36,4,2,3,0.11212,90.89743,7438.48877,7.65295,0,0.78,rc2ce,,,,,2,4,4,,,,,,,,,,,,,,,,,5,0.11111,6,0.13333,4,-99,1.64051357977013E-303,,5,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,31,0.68889,13,0.28889,0,0,0,0,1,0.02222,,,,,31,0.68889,14,0.31111,,,,,,,,,,,,,,,,,9,9,9,,us,,,,,,,34,0.75556,0,0,0,0,0,0
585,15,co,usa,-0.299993899014367,Inverted,13.3777777777778,0.040404040404041,0.387807573473583,0.04040404040404,0.268536538570059,0.763682601799398,1,1,2.66666666666667,6,2.31428571428571,35,1,55,4,4,4,4,1,0,9,1,4,1.64051357977012E-303,1,0,4,4,4,4,5,5,4,4,5,5,4,5,2,3,5,5,5,5,5,5,5,1,5,4,4,1,4,1,3,3,2,1,1,56,140,1.64051357977012E-303,1,1,1,1,2,1,1,,3,1,2,4,1,1,2,22,0.48889,23,0.51111,,,,,29,0.64444,0,0,16,0.35556,0,0,0,0,0,0,7,0.15556,12,0.26667,6,0.13333,11,0.24444,7,0.15556,0,0,2,0.04444,0,0,,,,,,,2,0.04444,4,0.08889,4,0.08889,20,0.44444,15,0.33333,0,0,6,0.13333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06667,1,0.02222,,,,,7,0.15556,8,0.17778,5,0.11111,6,0.13333,10,0.22222,1,0.02222,8,0.17778,0,0,29,0.64444,3,0.06667,4,0.08889,1,0.02222,0,0,7,0.15556,0,0,0,0,0,0,0,0,1,0.02222,0,0,0,0,17,0.37778,0,0,0,0,0,0,0,0,0,0,,,,,24,0.53333,21,0.46667,38,0.84444,1,0.02222,23.0303,57,118.84,366.67,1.19,11.42,0,0,2,0.2303,80.54968,512.82167,10.45789,11,0.82,rdcs,,,,,,2,5,0,,,,,,,,,,,,,,,,,5,0.11111,1,0.02222,6,1.64051357977012E-303,1.64051357977013E-303,,5,1.64051357976958E-303,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,12,0.26667,30,0.66667,0,0,0,0,3,0.06667,,,,,19,0.42222,26,0.57778,,,,,,,,,,,,,,,,,9,9,9,,us,,,,,,,35,0.77778,0,0,0,0,0
630,1,cu,usa,-0.287603094726632,Inverted,43.9555555555556,0.009866102889359,0.999012345679012,0.009866102889359,-0.045454545449742,0.562513267707238,1,1,2.14285714285714,7,2.55882352941176,34,2,84,7,2,2,6,2,0,2,4,2,1965,0,0,5,1,5,3,5,5,2,5,3,5,5,1,5,1,1,5,4,5,5,5,5,1,5,2,5,,,1,2,4,0,3,1,60,134,2005,2,1,1,1,1,1,1,0,1,1,0,2,2,2,2,18,0.4,27,0.6,0,0,0,0,42,0.93333,1,0.02222,2,0.04444,0,0,0,0,0,0,3,0.06667,9,0.2,2,0.04444,13,0.28889,9,0.2,8,0.17778,1,0.02222,0,0,0,0,0,0,29.5778,22.7151,1,0.02222,9,0.2,16,0.35556,9,0.2,10,0.22222,1,0.02222,7,0.15556,0,0,0,0,0,0,0,0,34,0.75556,0,0,0,0,,,0,0,1,0.02222,0,0,2,0.04444,3,0.06667,4,0.08889,3,0.06667,19,0.42222,11,0.24444,3,0.06667,0,0,13,0.28889,13,0.28889,0,0,0,0,0,0,6,0.13333,0,0,3,0.06667,10,0.22222,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.4,,,12,0.26667,,,42.32323,84,60.86,91.11,1.12,18.47,3,0,1,0.42323,53.90244,63.64025,17.7881,21,0.58,cubans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,us,,,,1,5,5,2,0.04444,0,0,0,0,0,0,0
675,2,cu,usa,-0.227149647051575,Inverted,43.9555555555556,0.011995928274998,0.999012345679012,0.011980267794221,-0.045454545449742,0.627199897489119,1,1,2.5,20,2.60869565217391,23,1,26,2,2,2,2,0,,4,1,5,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,1,5,5,5,3,3,5,3,4,,,3,1,8,0,2,3,63,125,2006,1,2,1,2,2,2,1,0,1,1,0,6.01347001699907E-154,1,0,2,25,0.55556,20,0.44444,0,0,0,0,44,0.97778,1,0.02222,0,0,0,0,3,0.06667,9,0.2,2,0.04444,11,0.24444,13,0.28889,2,0.04444,4,0.08889,1,0.02222,0,0,0,0,0,0,0,0,16.2889,9.1521,3,0.06667,8,0.17778,22,0.48889,6,0.13333,6,0.13333,1,0.02222,20,0.44444,0,0,0,0,0,0,0,0,23,0.51111,0,0,0,0,,,0,0,0,0,0,0,6,0.13333,4,0.08889,5,0.11111,4,0.08889,17,0.37778,9,0.2,0,0,1,0.02222,15,0.33333,6,0.13333,2,0.04444,0,0,0,0,15,0.33333,0,0,0,0,6,0.13333,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.31111,,,8,0.17778,,,51.51515,95,267.19,4400,0.93,5.49,0,1,1,0.51515,50.73996,8551.7662,4.67294,24,0.76,cubans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,10,,us,,,,3,3,3,1,0.02222,0,0,0,0,0,0,0
720,3,cu,usa,-0.263138584361388,Inverted,42.1777777777778,0.018111346018323,0.965124322839208,0.018111346018323,-0.206980136511086,0.794201650617695,1,1,2.56521739130435,23,2.5625,16,1,59,7,9,2,2,4,3,2,1,5,1960,0,1,4,2,5,3,3,5,3,5,4,5,5,4,5,3,3,5,2,5,5,5,5,3,5,4,4,,,3,2,8,0,2,1,66,160,2002,1,1,1,1,1,1,1,0,1,1,0,6.01347001699907E-154,1,0,2,27,0.6,18,0.4,0,0,0,0,45,1,0,0,0,0,0,0,4,0.08889,2,0.04444,8,0.17778,10,0.22222,8,0.17778,6,0.13333,5,0.11111,1,0.02222,1,0.02222,0,0,0,0,0,0,24.1556,17.0463,4,0.08889,7,0.15556,16,0.35556,7,0.15556,11,0.24444,2,0.04444,23,0.51111,0,0,0,0,0,0,0,0,16,0.35556,0,0,0,0,,,0,0,1,0.02222,0,0,11,0.24444,5,0.11111,5,0.11111,6,0.13333,8,0.17778,4,0.08889,6,0.13333,1,0.02222,22,0.48889,11,0.24444,5,0.11111,0,0,0,0,0,0,0,0,0,0,6,0.13333,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.2,,,9,0.2,,,73.53536,89,73.36,89.8,1.06,24.18,0,0,1,0.73535,27.69556,34.00976,23.64396,29,0.88,cubans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,14,,us,,,,3,5,5,3,0.06667,0,0,0,0,0,0,0
765,4,cu,usa,-0.066795464798237,Unclear,43.9555555555556,0.004546157928324,0.999012345679012,0.002090674183697,-0.045454545449742,0.404405704367433,1,1,3,13,2.61111111111111,18,1,57,7,9,2,5,2,2,2,1,6,1962,0,1,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,1,5,1,5,5,3,4,3,2,,,3,1,8,0,2,2,65,150,2005,2,3,2,3,2,1,2,0,1,1,0,1,2,0,2,29,0.64444,16,0.35556,0,0,0,0,38,0.84444,7,0.15556,0,0,0,0,0,0,0,0,4,0.08889,12,0.26667,15,0.33333,8,0.17778,4,0.08889,0,0,2,0.04444,0,0,0,0,0,0,17.0444,16.565,3,0.06667,15,0.33333,13,0.28889,7,0.15556,7,0.15556,1,0.02222,13,0.28889,0,0,0,0,0,0,2,0.04444,18,0.4,1,0.02222,0,0,,,1,0.02222,0,0,0,0,7,0.15556,4,0.08889,2,0.04444,0,0,13,0.28889,14,0.31111,5,0.11111,0,0,9,0.2,7,0.15556,11,0.24444,1,0.02222,0,0,0,0,0,0,11,0.24444,3,0.06667,3,0.06667,0,0,0,0,0,0,42,0.93333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.17778,,,11,0.24444,,,8.88889,25,366.9,3100,0.32,5.84,13,2,2,0.08889,87.74194,5907.83615,5.60414,2,0.85,cubans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,14,,us,,,,3,3,3,9,0.2,0,0,0,0,0,0,0
810,5,cu,usa,0.157214973253667,Unclear,37.2444444444444,0.009553037921121,0.888849894031142,0.009464998825464,-0.401477547196089,0.45213392405806,1,1,3.6,20,3.10526315789474,19,1,40,7,2,2,4,0,,1,5,3,1980,0,0,5,1,1,1,5,5,1,5,1,5,5,5,5,1,1,5,3,3,5,5,5,1,5,1,5,,,1,1,8,0,1,3,68,175,2005,1,1,1,1,1,1,1,0,1,1,0,2,1,0,6,32,0.71111,13,0.28889,0,0,0,0,45,1,0,0,0,0,0,0,3,0.06667,4,0.08889,13,0.28889,13,0.28889,9,0.2,1,0.02222,1,0.02222,1,0.02222,0,0,0,0,0,0,0,0,8.2,11.1944,4,0.08889,20,0.44444,10,0.22222,9,0.2,2,0.04444,0,0,20,0.44444,0,0,0,0,0,0,2,0.04444,19,0.42222,0,0,0,0,,,1,0.02222,3,0.06667,0,0,11,0.24444,15,0.33333,14,0.31111,2,0.04444,2,0.04444,1,0.02222,0,0,0,0,8,0.17778,1,0.02222,11,0.24444,1,0.02222,0,0,3,0.06667,2,0.04444,0,0,17,0.37778,1,0.02222,1,0.02222,0,0,0,0,44,0.97778,0,0,0,0,0,0,0,0,1,0.02222,0,0,0,0,13,0.28889,,,8,0.17778,,,25.25252,48,45,65.67,2.98,42.29,0,0,1,0.25253,78.2241,42.7721,40.2053,17,0.78,cubans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,us,,,,1,5,5,0,0,0,0,0,0,0,0,0
855,6,cu,usa,0.145769890296319,Unclear,43.9555555555556,0.009836739487902,0.999012345679012,0.009819121447028,-0.045454545449742,0.561107596669245,1,1,3.5,24,3.16666666666667,6,2,50,7,2,2,4,1,1,1,1,4,1975,0,1,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,4,3,5,4,4,4,3,4,3,4,,,3,1,8,0,1,1,66,179,2005,1,1,1,1,1,1,1,0,2,1,0,1,2,0,6,21,0.46667,24,0.53333,0,0,0,0,32,0.71111,13,0.28889,0,0,0,0,0,0,0,0,6,0.13333,12,0.26667,16,0.35556,8,0.17778,3,0.06667,0,0,0,0,0,0,0,0,0,0,2.8444,2.2106,3,0.06667,22,0.48889,11,0.24444,7,0.15556,2,0.04444,0,0,24,0.53333,0,0,0,0,0,0,0,0,6,0.13333,0,0,1,0.02222,,,4,0.08889,6,0.13333,0,0,24,0.53333,10,0.22222,10,0.22222,1,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,18,0.4,0,0,0,0,0,0,5,0.11111,0,0,22,0.48889,0,0,0,0,0,0,1,0.02222,44,0.97778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.2,,,3,0.06667,,,42.12121,80,62.62,83.02,1.44,12.57,0,0,1,0.42121,60.57082,42.20972,11.38445,9,0.4,cubans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,us,,,,3,4,4,4,0.08889,0,0,0,0,0,0,0
900,7,cu,usa,-0.07798253669009,Unclear,43.9555555555556,0.011616161616162,0.999012345679012,0.011604416255579,-0.045454545449742,0.607937039451795,1,1,2.68181818181818,22,2.76923076923077,13,1,26,2,2,2,1,0,,2,1,4,0,0,0,3,5,3,4,4,3,5,2,5,2,2,4,1,5,5,3,1,5,3,4,3,4,4,3,3,,,4,1,8,0,1,4,68,167,2005,1,2,2,1,2,1,2,0,1,1,0,6.01347001699907E-154,2,0,2,29,0.64444,16,0.35556,0,0,0,0,43,0.95556,0,0,2,0.04444,0,0,0,0,3,0.06667,13,0.28889,16,0.35556,5,0.11111,7,0.15556,0,0,1,0.02222,0,0,0,0,0,0,0,0,9.3778,9.0585,2,0.04444,13,0.28889,14,0.31111,11,0.24444,5,0.11111,0,0,22,0.48889,0,0,0,0,0,0,1,0.02222,13,0.28889,0,0,0,0,,,1,0.02222,2,0.04444,0,0,18,0.4,17,0.37778,6,0.13333,2,0.04444,1,0.02222,1,0.02222,0,0,1,0.02222,10,0.22222,0,0,6,0.13333,0,0,0,0,4,0.08889,1,0.02222,0,0,22,0.48889,1,0.02222,0,0,0,0,1,0.02222,44,0.97778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.46667,,,17,0.37778,,,49.79798,64,61.89,73.33,1.51,13.6,0,0,1,0.49798,52.537,23.66875,12.36358,23,0.37,cubans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,10,,us,,,,3,4,3,6,0.13333,0,0,0,0,0,0,0
945,1,do,usa,-0.239058786050845,Inverted,11.0909090909091,0.017769052652774,0.39630433577261,0.017769052652774,0.491788879900594,0.797486293407983,3,0.863636363636364,3,14,2.3448275862069,29,1,30,2,2,2,4,5,4,4,5,3,1.64051357977013E-303,0,0,4,5,5,5,5,2,2,4,5,1,5,1,5,1,1,5,5,4,5,5,3,1,5,3,3,1,,1,2,6,2,1,4,71,1.64051357976954E-303,0,1,1,1,1,1,1,2,,4,1,1,2,3,2,6,27,0.6,18,0.4,0,0,0,0,0,0,2,0.04444,43,0.95556,0,0,8,0.17778,5,0.11111,14,0.31111,7,0.15556,5,0.11111,2,0.04444,2,0.04444,2,0.04444,0,0,0,0,0,0,0,0,,,1,0.02222,15,0.33333,10,0.22222,5,0.11111,14,0.31111,0,0,14,0.31111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02222,0,0,0,0,0,0,13,0.28889,9,0.2,13,0.28889,1,0.02222,4,0.08889,5,0.11111,0,0,0,0,17,0.37778,1,0.02222,2,0.04444,2,0.04444,0,0,4,0.08889,0,0,0,0,0,0,0,0,18,0.4,1,0.02222,31,0.68889,13,0.28889,1,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,20,0.44444,25,0.55556,31,0.68889,1,0.02222,23.33333,52,679.38,4300,0.78,7.26,1,2,3,0.23333,79.18051,7469.63425,6.6186,8,0.7,rcfds,,,,,2,5,0,,,,,,,,,,,,,0,0,0,0,3,0.06667,10,0.22222,2,1.64051357977013E-303,1.64051357977013E-303,,5,1.64051357976955E-303,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,22,0.48889,23,0.51111,0,0,0,0,0,0,0,0,0,0,21,0.46667,23,0.51111,1,0.02222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,,us,,,,,,,0,0,0,0,,,,0
990,2,do,usa,0.123021815950344,Unclear,10.3809523809524,0.025377468060395,0.517875163823053,0.025377468060395,-0.272017347547478,0.411367082079727,1,1,3.22222222222222,9,3.25,36,2,35,2,2,2,4,1,1,6,3,2,1.64051357977012E-303,1,1,2,5,2,5,5,2,5,2,2,5,5,1,5,1,1,5,5,4,5,5,5,1,5,2,5,1,,1,2,4,2,3,1,64,1.64051357976955E-303,1.64051357977013E-303,1,1,1,1,1,1,2,,2,-99,2,2,1,2,1,15,0.33333,30,0.66667,0,0,0,0,7,0.15556,3,0.06667,35,0.77778,0,0,3,0.06667,7,0.15556,5,0.11111,11,0.24444,9,0.2,5,0.11111,4,0.08889,1,0.02222,0,0,0,0,0,0,0,0,,,0,0,29,0.64444,14,0.31111,0,0,2,0.04444,9,0.2,36,0.8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,6,0.13333,12,0.26667,7,0.15556,5,0.11111,10,0.22222,0,0,5,0.11111,5,0.11111,25,0.55556,2,0.04444,0,0,1,0.02222,0,0,2,0.04444,0,0,3,0.06667,7,0.15556,0,0,0,0,0,0,38,0.84444,6,0.13333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.4,27,0.6,39,0.86667,2,0.04444,17.37374,55,44.79,68.33,2.37,21.93,3,0,1,0.17374,84.02439,49.65676,19.90521,7,0.85,rc1f1ds,,,2,4,3,,,,,,,,,,,,,0,0,0,0,3,0.06667,1,0.02222,2,1.64051357976955E-303,1.64051357976955E-303,,5,100,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,18,0.4,27,0.6,0,0,0,0,0,0,0,0,0,0,11,0.24444,34,0.75556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,,us,,,,,,,,,1,0.02222,,,,,,0
